name,abbrv,color,affiliation,coauthored
Charles Sutton,C. Sutton,#32CD32,none,1
Tongping Liu,T. Liu,#00bfff,University of Texas at San Antonio,1
Gerhard Lakemeyer,G. Lakemeyer,#32CD32,RWTH Aachen,1
Maurice Pagnucco,M. Pagnucco,#32CD32,UNSW,1
Bernhard Nebel,B. Nebel,#ffc0cb,University of Freiburg,1
Huajun Chen,H. Chen,#32CD32,Zhejiang University,1
Xiaohong Jiang,X. Jiang,#32CD32,Zhejiang University,1
Zhaohui Wu,Z. Wu,#32CD32,none,1
Weili Wu,W. Wu,#ffff00,University of Texas at Dallas,1
Ronald Graham,R. Graham,#00bfff,none,1
Peng-Jun Wan,P. Wan,#ffff00,Illinois Institute of Technology,1
Ding-Zhu Du,D. Du,#ffff00,University of Texas at Dallas,1
Xiaofeng Gao,X. Gao,#00bfff,Shanghai Jiao Tong University,1
Kaoru Sezaki,K. Sezaki,#d3d3d3,University of Tokyo,0
Vincent Liu,V. Liu,#00bfff,University of Pennsylvania,1
Shyamnath Gollakota,S. Gollakota,#00bfff,University of Washington,1
Simon Peter,S. Peter,#00bfff,University of Texas at Austin,1
Matthew Turk,M. Turk,#32CD32,University of California - Santa Barbara,1
Julian McAuley,J. McAuley,#32CD32,none,1
Pradeep Sen,P. Sen,#ffc0cb,University of California - Santa Barbara,1
Tobias Höllerer,T. Höllerer,#ffc0cb,University of California - Santa Barbara,1
Jonathan Ventura,J. Ventura,#32CD32,Univ. of Colorado Colorado Springs,1
Siddhartha Chaudhuri,S. Chaudhuri,#ffc0cb,IIT Bombay,1
Levent Kara,L. Kara,#ffc0cb,none,1
Evangelos Kalogerakis,E. Kalogerakis,#ffc0cb,University of Massachusetts Amherst,1
Hao Zhang,H. Zhang,#ffc0cb,none,1
Subhransu Maji,S. Maji,#32CD32,University of Massachusetts Amherst,1
Kaj Grønbæk,K. Grønbæk,#ffc0cb,Aarhus University,1
Paul Marshall,P. Marshall,#ffc0cb,University College London,1
Kasper Støy,K. Støy,#ffc0cb,IT University of Copenhagen,0
James Allen,J. Allen,#32CD32,none,1
Aruna Balasubramanian,A. Balasubramanian,#00bfff,Stony Brook University,1
Timothy Wood,T. Wood,#00bfff,none,1
Niranjan Balasubramanian,N. Balasubramanian,#32CD32,Stony Brook University,1
James Kurose,J. Kurose,#00bfff,none,1
John Zahorjan,J. Zahorjan,#00bfff,University of Washington,1
Weiwei Sun,W. Sun,#32CD32,Peking University,1
Xiaojun Wan,X. Wan,#32CD32,none,1
Jia Xu,J. Xu,#32CD32,York University,1
Baihua Zheng,B. Zheng,#00bfff,Singapore Management University,1
Zhifang Sui,Z. Sui,#32CD32,Peking University,1
Umesh Bellur,U. Bellur,#d3d3d3,IIT Bombay,0
Eamonn O'Neill,E. O'Neill,#ffc0cb,University of Bath,1
Darren Cosker,D. Cosker,#32CD32,University of Bath,1
Peter Johnson,P. Johnson,#ffc0cb,University of Bath,1
Vassilis Kostakos,V. Kostakos,#ffc0cb,University of Melbourne,1
Simon Jones,S. Jones,#ffc0cb,none,1
Fabián Bustamante,F. Bustamante,#00bfff,none,1
Aleksandar Kuzmanovic,A. Kuzmanovic,#00bfff,Northwestern University,1
Ian Goldberg,I. Goldberg,#00bfff,University of Waterloo,1
Carmela Troncoso,C. Troncoso,#00bfff,EPFL,1
Matthew Caesar,M. Caesar,#00bfff,Univ. of Illinois at Urbana-Champaign,1
Nikita Borisov,N. Borisov,#00bfff,Univ. of Illinois at Urbana-Champaign,1
Shouling Ji,S. Ji,#00bfff,Zhejiang University,1
Matthew Wright,M. Wright,#00bfff,none,1
George Danezis,G. Danezis,#00bfff,University College London,1
David Wentzlaff,D. Wentzlaff,#00bfff,Princeton University,1
Sara Madeira,S. Madeira,#ffc0cb,none,1
Arlindo Oliveira,A. Oliveira,#ffc0cb,none,1
Alexandre Francisco,A. Francisco,#ffc0cb,none,1
Ardalan Sani,A. Sani,#00bfff,none,1
Gregory Gay,G. Gay,#00bfff,University of South Carolina,1
Mats Heimdahl,M. Heimdahl,#00bfff,none,1
Sanjay Ranka,S. Ranka,#ffc0cb,University of Florida,1
Chris Jermaine,C. Jermaine,#00bfff,Rice University,1
Prabhat Mishra,P. Mishra,#00bfff,University of Florida,1
Tamer Kahveci,T. Kahveci,#ffc0cb,University of Florida,1
Ishfaq Ahmad,I. Ahmad,#d3d3d3,University of Texas at Arlington,1
Alex Lascarides,A. Lascarides,#32CD32,University of Edinburgh,0
Budi Arief,B. Arief,#00bfff,University of Kent,0
Burkhard Stiller,B. Stiller,#d3d3d3,University of Zurich,0
Elaine Cohen,E. Cohen,#ffc0cb,University of Utah,1
Adam Bargteil,A. Bargteil,#ffc0cb,none,1
Zhigang Deng,Z. Deng,#ffc0cb,University of Houston,1
Thomas LaToza,T. LaToza,#00bfff,none,1
David Garlan,D. Garlan,#00bfff,Carnegie Mellon University,1
Andrew Ko,A. Ko,#ffc0cb,none,1
Vincent Aleven,V. Aleven,#ffc0cb,Carnegie Mellon University,1
Duen Chau,D. Chau,#ffc0cb,none,1
Geoffrey Gordon,G. Gordon,#32CD32,none,1
Jaime Carbonell,J. Carbonell,#32CD32,none,1
Daniel Siewiorek,D. Siewiorek,#ffc0cb,none,1
Stephen Oney,S. Oney,#ffc0cb,University of Michigan,1
Jacob Wobbrock,J. Wobbrock,#ffc0cb,none,1
Christopher Scaffidi,C. Scaffidi,#ffc0cb,Oregon State University,1
Mary Shaw,M. Shaw,#00bfff,Carnegie Mellon University,1
Sriraam Natarajan,S. Natarajan,#32CD32,University of Texas at Dallas,1
Soumya Ray,S. Ray,#32CD32,Case Western Reserve University,1
Yanqing Zhang,Y. Zhang,#ffc0cb,Georgia State University,0
Srihari Nelakuditi,S. Nelakuditi,#00bfff,University of South Carolina,1
He Wang,H. Wang,#00bfff,Purdue University,1
Romit Choudhury,R. Choudhury,#00bfff,none,1
Wenyuan Xu,W. Xu,#00bfff,University of South Carolina,1
Kamesh Munagala,K. Munagala,#ffff00,Duke University,1
Jan van Santen,J. van Santen,#32CD32,none,0
Natalie Schluter,N. Schluter,#32CD32,IT University of Copenhagen,1
Zeljko Agic,Z. Agic,#32CD32,IT University of Copenhagen,1
Ehsan Elhamifar,E. Elhamifar,#32CD32,Northeastern University,1
Mahsa Mirzargar,M. Mirzargar,#ffc0cb,University of Miami,1
Miriah Meyer,M. Meyer,#ffc0cb,none,1
Ganesh Gopalakrishnan,G. Gopalakrishnan,#00bfff,University of Utah,1
João Comba,J. Comba,#ffc0cb,UFRGS,1
Dylan Shell,D. Shell,#ffc0cb,Texas A&M University,1
Thomas Hansen,T. Hansen,#ffff00,none,1
Troels Lund,T. Lund,#32CD32,none,1
Kristoffer Hansen,K. Hansen,#ffff00,none,1
Shiri Chechik,S. Chechik,#ffff00,Tel Aviv University,1
Haim Kaplan,H. Kaplan,#ffff00,Tel Aviv University,1
Virginia Williams,V. Williams,#ffff00,none,1
R. Williams,R. Williams,#ffff00,none,1
Björn Schuller,B. Schuller,#32CD32,none,1
Maja Pantic,M. Pantic,#32CD32,Imperial College London,1
Vladimir Pavlovic,V. Pavlovic,#32CD32,Rutgers University,1
Parastoo Sadeghi,P. Sadeghi,#32CD32,Australian National University,1
Rodney Kennedy,R. Kennedy,#32CD32,none,1
Aylin Caliskan,A. Caliskan,#00bfff,George Washington University,1
Rachel Greenstadt,R. Greenstadt,#00bfff,Drexel University,1
Ellen Riloff,E. Riloff,#32CD32,University of Utah,1
Ruihong Huang,R. Huang,#32CD32,Texas A&M University,1
Marilyn Walker,M. Walker,#32CD32,none,1
Daniel Jurafsky,D. Jurafsky,#32CD32,Stanford University,1
Danielle Szafir,D. Szafir,#ffc0cb,none,1
Michael Gleicher,M. Gleicher,#ffc0cb,University of Wisconsin - Madison,1
Irwin King,I. King,#32CD32,Chinese University of Hong Kong,1
Tong Zhao,T. Zhao,#32CD32,Peking University,1
Leana Golubchik,L. Golubchik,#00bfff,University of Southern California,1
William Halfond,W. Halfond,#00bfff,none,1
Deborah Estrin,D. Estrin,#00bfff,Cornell University,1
Eddie Kohler,E. Kohler,#00bfff,Harvard University,1
Marcos Vieira,M. Vieira,#ffc0cb,none,1
Minlan Yu,M. Yu,#00bfff,Harvard University,1
Mark Crovella,M. Crovella,#00bfff,Boston University,1
Lu Su,L. Su,#00bfff,University at Buffalo,1
Christos Papadopoulos,C. Papadopoulos,#00bfff,Colorado State University,1
Fei Sha,F. Sha,#32CD32,University of Southern California,1
Thomas La Porta,T. La Porta,#00bfff,none,1
Yue Gao,Y. Gao,#32CD32,Tsinghua University,1
Jianmin Li,J. Li,#32CD32,Tsinghua University,1
Bingpeng Ma,B. Ma,#32CD32,Chinese Academy of Sciences,1
Kang Zhang,K. Zhang,#32CD32,University of Texas at Dallas,1
Lifeng Sun,L. Sun,#32CD32,Tsinghua University,1
Shiqiang Yang,S. Yang,#32CD32,Tsinghua University,1
Hans-Joachim Wunderlich,H. Wunderlich,#00bfff,University of Stuttgart,0
Joseph Sifakis,J. Sifakis,#00bfff,EPFL,1
Borzoo Bonakdarpour,B. Bonakdarpour,#00bfff,Iowa State University,1
Mohamad Jaber,M. Jaber,#00bfff,American University of Beirut,1
Doron Peled,D. Peled,#ffff00,Bar-Ilan University,1
David Eyers,D. Eyers,#00bfff,none,1
Marco Serafini,M. Serafini,#00bfff,University of Massachusetts Amherst,1
Özgür Ulusoy,Ö. Ulusoy,#32CD32,Bilkent University,1
Ismail Altingövde,I. Altingövde,#32CD32,none,1
XiaoFeng Wang,X. Wang,#00bfff,none,1
Anupam Das,A. Das,#32CD32,none,1
Jeremiah Blocki,J. Blocki,#32CD32,Purdue University,1
Anupam Datta,A. Datta,#00bfff,Carnegie Mellon University,1
Paul van Oorschot,P. van Oorschot,#00bfff,none,1
Frank Stajano,F. Stajano,#00bfff,University of Cambridge,1
Sascha Fahl,S. Fahl,#00bfff,Ruhr-University Bochum,1
Edward Felten,E. Felten,#00bfff,none,1
M. Sasse,M. Sasse,#ffc0cb,none,1
Lorrie Cranor,L. Cranor,#ffc0cb,none,1
Lujo Bauer,L. Bauer,#ffc0cb,Carnegie Mellon University,1
Blase Ur,B. Ur,#ffc0cb,University of Chicago,1
Emily Whiting,E. Whiting,#ffc0cb,Boston University,1
Olga Sorkine-Hornung,O. Sorkine-Hornung,#ffc0cb,ETH Zurich,1
Mark Pauly,M. Pauly,#ffc0cb,EPFL,1
Ladislav Kavan,L. Kavan,#ffc0cb,University of Utah,1
Eitan Grinspun,E. Grinspun,#ffc0cb,Columbia University,1
Peter Belhumeur,P. Belhumeur,#32CD32,none,1
Michael Walfish,M. Walfish,#00bfff,New York University,1
Mythili Vutukuru,M. Vutukuru,#00bfff,IIT Bombay,1
Trinabh Gupta,T. Gupta,#00bfff,University of California - Santa Barbara,1
Sebastian Angel,S. Angel,#00bfff,University of Pennsylvania,1
Siddharth Garg,S. Garg,#00bfff,New York University,1
Abhi Shelat,A. Shelat,#ffff00,Northeastern University,1
Justin Thaler,J. Thaler,#ffff00,Georgetown University,1
Endadul Hoque,E. Hoque,#00bfff,none,1
Aniket Kate,A. Kate,#00bfff,Purdue University,1
Ninghui Li,N. Li,#00bfff,Purdue University,1
Omar Chowdhury,O. Chowdhury,#00bfff,University of Iowa,1
Cristina Nita-Rotaru,C. Nita-Rotaru,#00bfff,Northeastern University,1
Pietro Michiardi,P. Michiardi,#00bfff,EURECOM,1
Laura Ricci,L. Ricci,#00bfff,University of Pisa,1
Maurizio Filippone,M. Filippone,#32CD32,EURECOM,1
Antonio Beck,A. Beck,#d3d3d3,none,1
Álvaro Moreira,Á. Moreira,#d3d3d3,none,1
György Turán,G. Turán,#32CD32,University of Illinois at Chicago,1
Santosh Vempala,S. Vempala,#ffff00,Georgia Institute of Technology,1
Elisabeth Oswald,E. Oswald,#ffff00,University of Bristol,0
Julia Hockenmaier,J. Hockenmaier,#32CD32,Univ. of Illinois at Urbana-Champaign,1
Mark Steedman,M. Steedman,#32CD32,University of Edinburgh,1
Svetlana Lazebnik,S. Lazebnik,#32CD32,Univ. of Illinois at Urbana-Champaign,1
Frank Keller,F. Keller,#32CD32,University of Edinburgh,1
Henning Köhler,H. Köhler,#00bfff,Massey University,1
Xiaofang Zhou,X. Zhou,#00bfff,University of Queensland,1
Shazia Sadiq,S. Sadiq,#00bfff,University of Queensland,1
Sebastian Link,S. Link,#00bfff,University of Auckland,1
Nadia Polikarpova,N. Polikarpova,#00bfff,University of California - San Diego,1
Ah-Hwee Tan,A. Tan,#32CD32,Nanyang Technological University,1
HweeHwa Pang,H. Pang,#00bfff,Singapore Management University,1
Ghassan Hamarneh,G. Hamarneh,#32CD32,Simon Fraser University,0
Shaogang Gong,S. Gong,#32CD32,Queen Mary University of London,1
Massimiliano Pontil,M. Pontil,#32CD32,University College London,1
Satoru Miyano,S. Miyano,#ffc0cb,University of Tokyo,1
Seiya Imoto,S. Imoto,#ffc0cb,University of Tokyo,1
André Fujita,A. Fujita,#ffc0cb,USP,1
Rui Yamaguchi,R. Yamaguchi,#ffc0cb,University of Tokyo,1
Lluís Villodre,L. Villodre,#32CD32,none,1
Alessandro Moschitti,A. Moschitti,#32CD32,Qatar Computing Research Institute,1
Hwee Ng,H. Ng,#32CD32,none,1
Alberto Barrón-Cedeño,A. Barrón-Cedeño,#32CD32,Qatar Computing Research Institute,1
Giovanni Da San Martino,G. Da San Martino,#32CD32,Qatar Computing Research Institute,1
Didem Unat,D. Unat,#00bfff,Koç University,1
Dieter Fellner,D. Fellner,#ffc0cb,none,0
Sreepathi Pai,S. Pai,#00bfff,University of Rochester,1
Mary Hall,M. Hall,#00bfff,none,1
Keshav Pingali,K. Pingali,#00bfff,University of Texas at Austin,1
R. Govindarajan,R. Govindarajan,#00bfff,IISc Bangalore,1
Matthew Thazhuthaveetil,M. Thazhuthaveetil,#00bfff,IISc Bangalore,1
Mahmut Kandemir,M. Kandemir,#00bfff,none,1
Chita Das,C. Das,#00bfff,none,1
Adwait Jog,A. Jog,#00bfff,College of William and Mary,1
Grace Yang,G. Yang,#32CD32,none,1
James Callan,J. Callan,#32CD32,none,1
Jun Bi,J. Bi,#00bfff,Tsinghua University,1
Hongxin Hu,H. Hu,#00bfff,Clemson University,1
Erik Stolterman,E. Stolterman,#ffc0cb,Indiana University,1
Kay Connelly,K. Connelly,#ffc0cb,Indiana University,1
Eli Blevis,E. Blevis,#ffc0cb,Indiana University,1
Albert-László Barabási,A. Barabási,#32CD32,Northeastern University,1
Dino Pedreschi,D. Pedreschi,#32CD32,University of Pisa,1
David Kriegman,D. Kriegman,#32CD32,none,1
Ravi Ramamoorthi,R. Ramamoorthi,#ffc0cb,University of California - San Diego,1
Long Quan,L. Quan,#32CD32,HKUST,1
David Jacobs,D. Jacobs,#32CD32,none,1
Wen Dong,W. Dong,#32CD32,none,1
Sargur Srihari,S. Srihari,#32CD32,none,1
Chunming Qiao,C. Qiao,#00bfff,University at Buffalo,1
Kyle Fox,K. Fox,#ffff00,University of Texas at Dallas,1
Benjamin Moseley,B. Moseley,#ffff00,Carnegie Mellon University,1
Amir Nayyeri,A. Nayyeri,#ffff00,Oregon State University,1
Jeff Erickson,J. Erickson,#ffff00,none,1
Philip Klein,P. Klein,#ffff00,none,1
Pankaj Agarwal,P. Agarwal,#ffff00,none,1
Matteo Migliavacca,M. Migliavacca,#00bfff,University of Kent,1
Anil Madhavapeddy,A. Madhavapeddy,#00bfff,University of Cambridge,1
Richard Mortier,R. Mortier,#00bfff,University of Cambridge,1
Srinivas Aluru,S. Aluru,#00bfff,Georgia Institute of Technology,1
Sharma Thankachan,S. Thankachan,#00bfff,University of Central Florida,1
David Bader,D. Bader,#00bfff,none,1
Anantharaman Kalyanaraman,A. Kalyanaraman,#00bfff,Washington State University,1
Jaroslaw Zola,J. Zola,#00bfff,University at Buffalo,1
Rajat Chakraborty,R. Chakraborty,#d3d3d3,none,1
Debdeep Mukhopadhyay,D. Mukhopadhyay,#00bfff,IIT Kharagpur,1
Jimson Mathew,J. Mathew,#00bfff,IIT Patna,1
Forrest Bao,F. Bao,#32CD32,none,1
Shiqi Zhang,S. Zhang,#32CD32,Binghamton University,1
Ethan Miller,E. Miller,#00bfff,none,1
Darrell Long,D. Long,#00bfff,none,1
Shinpei Kato,S. Kato,#00bfff,University of Tokyo,1
Jianguo Xiao,J. Xiao,#32CD32,Peking University,1
Yuxin Peng,Y. Peng,#32CD32,Peking University,1
Zhouhui Lian,Z. Lian,#32CD32,Peking University,1
Yingmin Tang,Y. Tang,#32CD32,Peking University,1
Bo Lang,B. Lang,#32CD32,Beihang University,1
Joohyung Lee,J. Lee,#32CD32,Arizona State University,1
Vladimir Lifschitz,V. Lifschitz,#32CD32,University of Texas at Austin,1
Chitta Baral,C. Baral,#32CD32,Arizona State University,1
Tamal Dey,T. Dey,#ffff00,none,1
Rephael Wenger,R. Wenger,#ffc0cb,Ohio State University,1
Siu-Wing Cheng,S. Cheng,#ffff00,HKUST,1
Yusu Wang,Y. Wang,#ffff00,Ohio State University,1
Anil Hirani,A. Hirani,#ffff00,none,1
Huamin Wang,H. Wang,#ffc0cb,Ohio State University,1
Zhong Ren,Z. Ren,#ffc0cb,none,1
Facundo Mémoli,F. Mémoli,#32CD32,Ohio State University,1
Parris Egbert,P. Egbert,#32CD32,none,1
Dan Ventura,D. Ventura,#32CD32,Brigham Young University,1
William Aiello,W. Aiello,#00bfff,University of British Columbia,1
Patrick McDaniel,P. McDaniel,#00bfff,Pennsylvania State University,1
William Enck,W. Enck,#00bfff,North Carolina State University,1
Junfeng Yang,J. Yang,#00bfff,Columbia University,1
Kevin Butler,K. Butler,#00bfff,none,1
Jacobus van der Merwe,J. van der Merwe,#00bfff,none,1
Hao-Chuan Wang,H. Wang,#ffc0cb,National Tsing Hua University,1
Dan Cosley,D. Cosley,#ffc0cb,Cornell University,1
Radu Stoleru,R. Stoleru,#00bfff,Texas A&M University,1
Paulo Drews,P. Drews,#ffc0cb,none,1
Renato Assunção,R. Assunção,#ffc0cb,UFMG,1
Douglas Macharet,D. Macharet,#ffc0cb,none,1
William Schwartz,W. Schwartz,#ffc0cb,none,1
Erickson do Nascimento,E. do Nascimento,#ffc0cb,none,1
Shivaram Venkataraman,S. Venkataraman,#00bfff,University of Wisconsin - Madison,1
Roy Campbell,R. Campbell,#00bfff,none,1
Frans Oliehoek,F. Oliehoek,#32CD32,none,1
Matthijs Spaan,M. Spaan,#32CD32,none,1
Leslie Kaelbling,L. Kaelbling,#ffc0cb,none,1
Shimon Whiteson,S. Whiteson,#32CD32,University of Oxford,1
Christopher Amato,C. Amato,#32CD32,Northeastern University,1
Michael Kaisers,M. Kaisers,#32CD32,CWI,1
Mathijs de Weerdt,M. de Weerdt,#32CD32,TU Delft,1
Wei Cheng,W. Cheng,#32CD32,Virginia Commonwealth University,1
Zhishan Guo,Z. Guo,#00bfff,University of Central Florida,1
Wei 0010,W. 0010,#32CD32,none,1
Yubao Wu,Y. Wu,#00bfff,Georgia State University,1
Garrison Cottrell,G. Cottrell,#32CD32,none,1
Zafar Qazi,Z. Qazi,#00bfff,none,1
Kai 0005,K. 0005,#00bfff,none,1
Daniela Marghitu,D. Marghitu,#d3d3d3,Auburn University,1
Stephanie Ludi,S. Ludi,#00bfff,University of North Texas,1
Anil Vullikanti,A. Vullikanti,#32CD32,Virginia Tech,1
Niklas Elmqvist,N. Elmqvist,#ffc0cb,University of Maryland - College Park,1
Chris North,C. North,#ffc0cb,Virginia Tech,1
Bert Huang,B. Huang,#32CD32,Virginia Tech,1
Layne Watson,L. Watson,#ffc0cb,none,1
Jianxin Li,J. Li,#32CD32,Beihang University,1
Danfeng Yao,D. Yao,#00bfff,Virginia Tech,1
Godmar Back,G. Back,#00bfff,Virginia Tech,1
Lenwood Heath,L. Heath,#ffc0cb,none,1
Calvin Ribbens,C. Ribbens,#00bfff,none,1
Madhav Marathe,M. Marathe,#00bfff,Virginia Tech,1
Alla Sheffer,A. Sheffer,#ffc0cb,University of British Columbia,1
Tiberiu Popa,T. Popa,#ffc0cb,Concordia University,1
Abhijeet Ghosh,A. Ghosh,#ffc0cb,Imperial College London,1
Kiriakos Kutulakos,K. Kutulakos,#32CD32,none,1
Rafal Mantiuk,R. Mantiuk,#ffc0cb,University of Cambridge,1
Michiel van de Panne,M. van de Panne,#ffc0cb,University of British Columbia,1
Prashanth A.,P. A.,#32CD32,none,1
Pavel Matula,P. Matula,#ffc0cb,Masaryk University,1
David Svoboda,D. Svoboda,#ffc0cb,Masaryk University,1
Petr Matula,P. Matula,#ffc0cb,Masaryk University,1
Michal Kozubek,M. Kozubek,#ffc0cb,Masaryk University,1
Enrique Dunn,E. Dunn,#32CD32,Stevens Institute of Technology,1
Jan-Michael Frahm,J. Frahm,#32CD32,University of North Carolina,1
Prasad Tadepalli,P. Tadepalli,#32CD32,Oregon State University,1
Xiaoli Fern,X. Fern,#32CD32,Oregon State University,1
Matthias Teschner,M. Teschner,#ffc0cb,University of Freiburg,1
Stergios Roumeliotis,S. Roumeliotis,#ffc0cb,none,1
Thomas Brox,T. Brox,#32CD32,University of Freiburg,1
Edwin Olson,E. Olson,#ffc0cb,University of Michigan,1
Tommy Kaplan,T. Kaplan,#ffc0cb,Hebrew University of Jerusalem,1
Nir Friedman,N. Friedman,#ffc0cb,Hebrew University of Jerusalem,1
Bernardo Grau,B. Grau,#32CD32,none,1
Ian Horrocks,I. Horrocks,#32CD32,University of Oxford,1
Boris Motik,B. Motik,#32CD32,University of Oxford,1
Ulrike Sattler,U. Sattler,#32CD32,University of Manchester,1
Michael Benedikt,M. Benedikt,#ffff00,University of Oxford,1
Jan Groote,J. Groote,#d3d3d3,none,0
Dan Hansen,D. Hansen,#ffc0cb,none,0
Zhi-Hong Deng,Z. Deng,#32CD32,Peking University,1
Yunhai Tong,Y. Tong,#32CD32,Peking University,1
Hongliang Yu,H. Yu,#32CD32,Tsinghua University,1
Guilherme Telles,G. Telles,#ffc0cb,none,1
Jose Paiva,J. Paiva,#ffc0cb,none,1
Rosane Minghim,R. Minghim,#ffc0cb,USP-ICMC,1
Hélio Pedrini,H. Pedrini,#ffc0cb,UNICAMP,1
Alexandros Kapravelos,A. Kapravelos,#00bfff,North Carolina State University,1
Giovanni Vigna,G. Vigna,#00bfff,University of California - Santa Barbara,1
Christopher Krügel,C. Krügel,#00bfff,University of California - Santa Barbara,1
Larry Peterson,L. Peterson,#00bfff,none,1
Herbert Bos,H. Bos,#00bfff,VU Amsterdam,1
Maarten van Steen,M. van Steen,#32CD32,VU Amsterdam,1
Mobin Javed,M. Javed,#00bfff,LUMS,1
Suranga Seneviratne,S. Seneviratne,#00bfff,University of Sydney,1
Zakir Durumeric,Z. Durumeric,#00bfff,Stanford University,1
Michael Bailey,M. Bailey,#00bfff,Univ. of Illinois at Urbana-Champaign,1
J. Halderman,J. Halderman,#00bfff,none,1
Stephen McCamant,S. McCamant,#00bfff,University of Minnesota,1
Shuang Hao,S. Hao,#00bfff,University of Texas at Dallas,1
Hai-Xin Duan,H. Duan,#00bfff,Tsinghua University,1
Randy Katz,R. Katz,#00bfff,none,1
Kang Li,K. Li,#00bfff,none,1
Qin Zhang,Q. Zhang,#ffff00,none,1
Dirk Van Gucht,D. Van Gucht,#ffff00,Indiana University,1
Jeff Phillips,J. Phillips,#00bfff,none,1
He Sun,H. Sun,#ffff00,none,1
Yuan Zhou,Y. Zhou,#ffff00,Indiana University,1
S. Muthukrishnan,S. Muthukrishnan,#32CD32,Rutgers University,1
Rasmus Pagh,R. Pagh,#ffff00,IT University of Copenhagen,1
Eric Rozier,E. Rozier,#32CD32,Iowa State University,0
Bedrich Benes,B. Benes,#ffc0cb,Purdue University,1
Daniel Aliaga,D. Aliaga,#ffc0cb,none,1
Pierre Poulin,P. Poulin,#ffc0cb,University of Montreal,1
Qi-Xing Huang,Q. Huang,#ffc0cb,University of Texas at Austin,1
Michael Stumm,M. Stumm,#00bfff,University of Toronto,1
Ding Yuan,D. Yuan,#00bfff,University of Toronto,1
Mark Batty,M. Batty,#00bfff,University of Kent,1
Jade Alglave,J. Alglave,#ffff00,University College London,1
Scott Owens,S. Owens,#00bfff,University of Kent,1
Zvonimir Rakamaric,Z. Rakamaric,#ffff00,University of Utah,1
Christopher Rossbach,C. Rossbach,#00bfff,none,1
Eric Wustrow,E. Wustrow,#00bfff,University of Colorado Boulder,1
Deeparnab Chakrabarty,D. Chakrabarty,#ffff00,Dartmouth College,1
Vijay Vazirani,V. Vazirani,#ffff00,none,1
Shi Li,S. Li,#ffff00,University at Buffalo,1
Alina Ene,A. Ene,#ffff00,Boston University,1
Julia Chuzhoy,J. Chuzhoy,#ffff00,TTI Chicago,1
Pedro Lopes,P. Lopes,#ffc0cb,none,1
Anne Roudaut,A. Roudaut,#ffc0cb,University of Bristol,1
Stefanie Müller,S. Müller,#ffc0cb,none,1
François Guimbretière,F. Guimbretière,#ffc0cb,Cornell University,1
Michael Molloy,M. Molloy,#ffff00,University of Toronto,1
Hamed Hatami,H. Hatami,#ffff00,McGill University,1
Siu Chan,S. Chan,#ffff00,none,1
Bruce Reed,B. Reed,#ffff00,none,1
Irad Yavneh,I. Yavneh,#ffc0cb,Technion,1
Ehud Rivlin,E. Rivlin,#ffc0cb,Technion,1
Harry Strange,H. Strange,#32CD32,University College London,0
Anupam Basu,A. Basu,#32CD32,IIT Kharagpur,1
Niloy Ganguly,N. Ganguly,#32CD32,IIT Kharagpur,1
Animesh Mukherjee,A. Mukherjee,#32CD32,none,1
Sudeshna Sarkar,S. Sarkar,#32CD32,IIT Kharagpur,1
